id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
12155;NJYF1;1;25.10;32.00;35.00;33.50;99;manual;error;online;-66;9132576;2026-07-22 17:01:16+00
12156;NJYF1;1;25.10;32.00;35.00;33.50;99;manual;error;online;-67;9252809;2026-07-22 17:03:16+00
12157;NJYF1;1;25.10;32.00;35.00;33.50;99;manual;error;online;-66;9372929;2026-07-22 17:05:16+00
12158;NJYF1;1;25.10;32.00;35.00;33.50;99;manual;error;online;-67;9493801;2026-07-22 17:07:17+00
12159;NJYF1;1;25.10;32.00;35.00;33.50;99;manual;error;online;-67;9614743;2026-07-22 17:09:18+00
12160;NJYF1;1;25.00;32.00;35.00;33.50;99;manual;error;online;-66;9734752;2026-07-22 17:11:18+00
12161;NJYF1;1;25.00;32.00;35.00;33.50;99;manual;error;online;-68;9855749;2026-07-22 17:13:19+00
12162;NJYF1;1;25.00;32.00;35.00;33.50;99;manual;error;online;-66;9975821;2026-07-22 17:15:19+00
12163;NJYF1;1;24.90;32.00;35.00;33.50;99;manual;error;online;-66;10095847;2026-07-22 17:17:19+00
12164;NJYF1;1;24.90;32.00;35.00;33.50;99;manual;error;online;-66;10215915;2026-07-22 17:19:19+00
12165;NJYF1;1;24.80;32.00;35.00;33.50;99;manual;error;online;-66;10336084;2026-07-22 17:21:19+00
12166;NJYF1;1;24.70;32.00;35.00;33.50;99;manual;error;online;-65;10456217;2026-07-22 17:23:19+00
12167;NJYF1;1;24.70;32.00;35.00;33.50;99;manual;error;online;-66;10576418;2026-07-22 17:25:19+00
12168;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;10696615;2026-07-22 17:27:20+00
12169;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;10816754;2026-07-22 17:29:19+00
12170;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;10936972;2026-07-22 17:31:20+00
12171;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;11057160;2026-07-22 17:33:20+00
12172;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-66;11177231;2026-07-22 17:35:20+00
12173;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-67;11297285;2026-07-22 17:37:20+00
12174;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-66;11417373;2026-07-22 17:39:20+00
12175;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;11537448;2026-07-22 17:41:20+00
12176;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;11657528;2026-07-22 17:43:20+00
12177;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;11777693;2026-07-22 17:45:20+00
12178;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;11897701;2026-07-22 17:47:20+00
12179;NJYF1;1;24.80;32.00;35.00;33.50;99;manual;error;online;-66;12018681;2026-07-22 17:49:21+00
12180;NJYF1;1;24.90;32.00;35.00;33.50;99;manual;error;online;-67;12138853;2026-07-22 17:51:22+00
12181;NJYF1;1;24.80;32.00;35.00;33.50;99;manual;error;online;-67;12259008;2026-07-22 17:53:22+00
12182;NJYF1;1;24.70;32.00;35.00;33.50;99;manual;error;online;-66;12379210;2026-07-22 17:55:22+00
12183;NJYF1;1;24.80;32.00;35.00;33.50;99;manual;error;online;-65;12499338;2026-07-22 17:57:22+00
12184;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;12619539;2026-07-22 17:59:22+00
12185;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-65;12739752;2026-07-22 18:01:22+00
12186;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;12859916;2026-07-22 18:03:23+00
12187;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-65;12980019;2026-07-22 18:05:23+00
12188;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;13100232;2026-07-22 18:07:23+00
12189;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-65;13220427;2026-07-22 18:09:23+00
12190;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;13340660;2026-07-22 18:11:23+00
12191;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-67;13460793;2026-07-22 18:13:23+00
12192;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-65;13581039;2026-07-22 18:15:24+00
12193;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;13701216;2026-07-22 18:17:24+00
12194;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;13821550;2026-07-22 18:19:24+00
12195;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-67;13941780;2026-07-22 18:21:24+00
12196;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-67;14062013;2026-07-22 18:23:25+00
12197;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;14182300;2026-07-22 18:25:25+00
12198;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;14302593;2026-07-22 18:27:25+00
12199;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-67;14422840;2026-07-22 18:29:25+00
12200;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;14542998;2026-07-22 18:31:26+00
12201;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;14663310;2026-07-22 18:33:26+00
12202;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-66;14783514;2026-07-22 18:35:26+00
12203;NJYF1;1;24.70;32.00;35.00;33.50;99;manual;error;online;-66;14903663;2026-07-22 18:37:26+00
12204;NJYF1;1;24.60;32.00;35.00;33.50;99;manual;error;online;-67;15023861;2026-07-22 18:39:27+00
12205;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;15143984;2026-07-22 18:41:27+00
12206;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-66;15264247;2026-07-22 18:43:27+00
12207;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;15384510;2026-07-22 18:45:27+00
12208;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;15504875;2026-07-22 18:47:28+00
12209;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;15625174;2026-07-22 18:49:28+00
12210;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;15745429;2026-07-22 18:51:28+00
12211;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;15865646;2026-07-22 18:53:28+00
12212;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-68;15985963;2026-07-22 18:55:29+00
12213;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;16106271;2026-07-22 18:57:29+00
12214;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;16226558;2026-07-22 18:59:29+00
12215;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;16346774;2026-07-22 19:01:29+00
12216;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;16467049;2026-07-22 19:03:30+00
12217;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;16587395;2026-07-22 19:05:30+00
12218;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;16707604;2026-07-22 19:07:30+00
12219;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;16827874;2026-07-22 19:09:31+00
12220;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;16948095;2026-07-22 19:11:31+00
12221;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-67;17068360;2026-07-22 19:13:31+00
12222;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-68;17188539;2026-07-22 19:15:31+00
12223;NJYF1;1;24.50;32.00;35.00;33.50;99;manual;error;online;-67;17308769;2026-07-22 19:17:31+00
12224;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-67;17428966;2026-07-22 19:19:32+00
12225;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-68;17549122;2026-07-22 19:21:32+00
12226;NJYF1;1;24.40;32.00;35.00;33.50;99;manual;error;online;-67;17669369;2026-07-22 19:23:32+00
12227;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;17789587;2026-07-22 19:25:32+00
12228;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;17909835;2026-07-22 19:27:32+00
12229;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;18030033;2026-07-22 19:29:33+00
12230;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;18150169;2026-07-22 19:31:33+00
12231;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;18270296;2026-07-22 19:33:33+00
12232;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;18390464;2026-07-22 19:35:33+00
12233;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;18510590;2026-07-22 19:37:33+00
12234;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;18630784;2026-07-22 19:39:33+00
12235;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-65;18750831;2026-07-22 19:41:33+00
12236;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;18870979;2026-07-22 19:43:34+00
12237;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;18991108;2026-07-22 19:45:34+00
12238;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;19111307;2026-07-22 19:47:34+00
12239;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-68;19231459;2026-07-22 19:49:34+00
12240;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;19351605;2026-07-22 19:51:34+00
12241;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-68;19471810;2026-07-22 19:53:34+00
12242;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;19591987;2026-07-22 19:55:35+00
12243;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-67;19712165;2026-07-22 19:57:35+00
12244;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;19832308;2026-07-22 19:59:35+00
12245;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;19952548;2026-07-22 20:01:35+00
12246;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;20072810;2026-07-22 20:03:35+00
12247;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;20193017;2026-07-22 20:05:36+00
12248;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;20313187;2026-07-22 20:07:36+00
12249;NJYF1;1;24.00;32.00;35.00;33.50;99;manual;error;online;-66;20433360;2026-07-22 20:09:36+00
12250;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-67;20553454;2026-07-22 20:11:36+00
12251;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-67;20673693;2026-07-22 20:13:36+00
12252;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-66;20793942;2026-07-22 20:15:37+00
12253;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-66;20914155;2026-07-22 20:17:37+00
12254;NJYF1;1;24.00;32.00;35.00;33.50;99;manual;error;online;-67;21034309;2026-07-22 20:19:37+00
12255;NJYF1;1;24.10;32.00;35.00;33.50;99;manual;error;online;-70;21154511;2026-07-22 20:21:37+00
12256;NJYF1;1;24.00;32.00;35.00;33.50;99;manual;error;online;-67;21274664;2026-07-22 20:23:37+00
12257;NJYF1;1;24.00;32.00;35.00;33.50;99;manual;error;online;-68;21394853;2026-07-22 20:25:38+00
12258;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-67;21514984;2026-07-22 20:27:38+00
12259;NJYF1;1;23.70;32.00;35.00;33.50;99;manual;error;online;-67;21635119;2026-07-22 20:29:37+00
12260;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-67;21755250;2026-07-22 20:31:38+00
12261;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-67;21875402;2026-07-22 20:33:38+00
12262;NJYF1;1;23.50;32.00;35.00;33.50;99;manual;error;online;-66;21995503;2026-07-22 20:35:38+00
12263;NJYF1;1;23.40;32.00;35.00;33.50;99;manual;error;online;-67;22115675;2026-07-22 20:37:38+00
12264;NJYF1;1;23.40;32.00;35.00;33.50;99;manual;error;online;-67;22235790;2026-07-22 20:39:38+00
12265;NJYF1;1;23.40;32.00;35.00;33.50;99;manual;error;online;-67;22355926;2026-07-22 20:41:38+00
12266;NJYF1;1;23.50;32.00;35.00;33.50;99;manual;error;online;-67;22476101;2026-07-22 20:43:38+00
12267;NJYF1;1;23.40;32.00;35.00;33.50;99;manual;error;online;-66;22596266;2026-07-22 20:45:39+00
12268;NJYF1;1;23.40;32.00;35.00;33.50;99;manual;error;online;-68;22716487;2026-07-22 20:47:39+00
12269;NJYF1;1;23.50;32.00;35.00;33.50;99;manual;error;online;-67;22836669;2026-07-22 20:49:39+00
12270;NJYF1;1;23.50;32.00;35.00;33.50;99;manual;error;online;-67;22956882;2026-07-22 20:51:39+00
12271;NJYF1;1;23.50;32.00;35.00;33.50;99;manual;error;online;-67;23077109;2026-07-22 20:53:39+00
12272;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-67;23197318;2026-07-22 20:55:40+00
12273;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-66;23317477;2026-07-22 20:57:40+00
12274;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-66;23437663;2026-07-22 20:59:40+00
12275;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-67;23557738;2026-07-22 21:01:40+00
12276;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-67;23677983;2026-07-22 21:03:40+00
12277;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-67;23798164;2026-07-22 21:05:41+00
12278;NJYF1;1;23.70;32.00;35.00;33.50;99;manual;error;online;-66;23918377;2026-07-22 21:07:41+00
12279;NJYF1;1;23.70;32.00;35.00;33.50;99;manual;error;online;-67;24038589;2026-07-22 21:09:41+00
12280;NJYF1;1;23.70;32.00;35.00;33.50;99;manual;error;online;-65;24158732;2026-07-22 21:11:41+00
12281;NJYF1;1;23.70;32.00;35.00;33.50;99;manual;error;online;-69;24278842;2026-07-22 21:13:41+00
12282;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-68;24398984;2026-07-22 21:15:41+00
12283;NJYF1;1;23.50;32.00;35.00;33.50;99;manual;error;online;-66;24519184;2026-07-22 21:17:42+00
12284;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-68;24639315;2026-07-22 21:19:42+00
12285;NJYF1;1;23.80;32.00;35.00;33.50;99;manual;error;online;-67;24759599;2026-07-22 21:21:42+00
12286;NJYF1;1;24.00;32.00;35.00;33.50;99;manual;error;online;-68;24879745;2026-07-22 21:23:42+00
12287;NJYF1;1;24.10;32.00;35.00;33.50;99;manual;error;online;-67;24999900;2026-07-22 21:25:42+00
12288;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;25119971;2026-07-22 21:27:42+00
12289;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;25240130;2026-07-22 21:29:42+00
12290;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;25360329;2026-07-22 21:31:43+00
12291;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;25480538;2026-07-22 21:33:43+00
12292;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;25600709;2026-07-22 21:35:43+00
12293;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;25720874;2026-07-22 21:37:43+00
12294;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;25841057;2026-07-22 21:39:43+00
12295;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-66;25961235;2026-07-22 21:41:44+00
12296;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-67;26081395;2026-07-22 21:43:44+00
12297;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-65;26201592;2026-07-22 21:45:44+00
12298;NJYF1;1;24.30;32.00;35.00;33.50;99;manual;error;online;-65;26321802;2026-07-22 21:47:44+00
12299;NJYF1;1;24.20;32.00;35.00;33.50;99;manual;error;online;-66;26441969;2026-07-22 21:49:44+00
12300;NJYF1;1;24.10;32.00;35.00;33.50;99;manual;error;online;-67;26562147;2026-07-22 21:51:45+00
12301;NJYF1;1;24.00;32.00;35.00;33.50;99;manual;error;online;-65;26682276;2026-07-22 21:53:45+00
12302;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-66;26802461;2026-07-22 21:55:45+00
12303;NJYF1;1;23.80;32.00;35.00;33.50;99;manual;error;online;-66;26922631;2026-07-22 21:57:45+00
12304;NJYF1;1;23.80;32.00;35.00;33.50;99;manual;error;online;-65;27042834;2026-07-22 21:59:45+00
12305;NJYF1;1;23.80;32.00;35.00;33.50;99;manual;error;online;-64;27162981;2026-07-22 22:01:45+00
12306;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-67;27283209;2026-07-22 22:03:46+00
12307;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-68;27403344;2026-07-22 22:05:46+00
12308;NJYF1;1;23.90;32.00;35.00;33.50;99;manual;error;online;-66;27523532;2026-07-22 22:07:46+00
12309;NJYF1;1;23.80;32.00;35.00;33.50;99;manual;error;online;-67;27643774;2026-07-22 22:09:46+00
12310;NJYF1;1;23.80;32.00;35.00;33.50;99;manual;error;online;-67;27764029;2026-07-22 22:11:46+00
12311;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-66;27884191;2026-07-22 22:13:47+00
12312;NJYF1;1;23.60;32.00;35.00;33.50;99;manual;error;online;-66;28004391;2026-07-22 22:15:47+00
