id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
17964;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-70;29578782;2026-07-30 17:01:26+00
17965;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-70;29698824;2026-07-30 17:03:26+00
17966;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-71;29818925;2026-07-30 17:05:26+00
17967;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-70;29938941;2026-07-30 17:07:26+00
17968;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-69;30059842;2026-07-30 17:09:27+00
17969;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-70;30180652;2026-07-30 17:11:28+00
17970;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-69;30301580;2026-07-30 17:13:29+00
17971;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-69;30422427;2026-07-30 17:15:30+00
17972;NJYF1;1;26.80;32.00;35.00;33.50;99;server;safe;online;-70;30543322;2026-07-30 17:17:31+00
17973;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-69;30664230;2026-07-30 17:19:32+00
17974;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-68;30785188;2026-07-30 17:21:32+00
17975;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-68;30905987;2026-07-30 17:23:33+00
17976;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-68;31026906;2026-07-30 17:25:34+00
17977;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-67;31147883;2026-07-30 17:27:35+00
17978;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-67;31268843;2026-07-30 17:29:36+00
17979;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-69;31389792;2026-07-30 17:31:37+00
17980;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-69;31510697;2026-07-30 17:33:38+00
17981;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;31631635;2026-07-30 17:35:39+00
17982;NJYF1;1;26.70;32.00;35.00;33.50;99;server;safe;online;-68;31752576;2026-07-30 17:37:40+00
17983;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-69;31873456;2026-07-30 17:39:41+00
17984;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;31994353;2026-07-30 17:41:42+00
17985;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32115283;2026-07-30 17:43:43+00
17986;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32236154;2026-07-30 17:45:43+00
17987;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32357088;2026-07-30 17:47:44+00
17988;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32478032;2026-07-30 17:49:45+00
17989;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32599017;2026-07-30 17:51:46+00
17990;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32719958;2026-07-30 17:53:47+00
17991;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;32840911;2026-07-30 17:55:48+00
17992;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-69;32961843;2026-07-30 17:57:49+00
17993;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-69;33081873;2026-07-30 17:59:49+00
17994;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-68;33201882;2026-07-30 18:01:49+00
17995;NJYF1;1;26.60;32.00;35.00;33.50;99;server;safe;online;-69;33321962;2026-07-30 18:03:49+00
17996;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-69;33442119;2026-07-30 18:05:49+00
17997;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-69;33563101;2026-07-30 18:07:50+00
17998;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-69;33684087;2026-07-30 18:09:51+00
17999;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-68;33804112;2026-07-30 18:11:51+00
18000;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-69;33925105;2026-07-30 18:13:52+00
18001;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-69;34046057;2026-07-30 18:15:53+00
18002;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-68;34167002;2026-07-30 18:17:54+00
18003;NJYF1;1;26.50;32.00;35.00;33.50;99;server;safe;online;-69;34287041;2026-07-30 18:19:54+00
18004;NJYF1;1;26.40;32.00;35.00;33.50;99;server;safe;online;-69;34407071;2026-07-30 18:21:54+00
18005;NJYF1;1;26.40;32.00;35.00;33.50;99;server;safe;online;-70;34527081;2026-07-30 18:23:54+00
18006;NJYF1;1;26.40;32.00;35.00;33.50;99;server;safe;online;-69;34648070;2026-07-30 18:25:55+00
18007;NJYF1;1;26.40;32.00;35.00;33.50;99;server;safe;online;-68;34889922;2026-07-30 18:29:57+00
18008;NJYF1;1;26.30;32.00;35.00;33.50;99;server;safe;online;-68;35009938;2026-07-30 18:31:57+00
18009;NJYF1;1;26.30;32.00;35.00;33.50;99;server;safe;online;-68;35129985;2026-07-30 18:33:57+00
18010;NJYF1;1;26.30;32.00;35.00;33.50;99;server;safe;online;-67;35250029;2026-07-30 18:35:57+00
