id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
4721;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;222641874;2026-06-15 17:00:24+00
4722;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-66;222762471;2026-06-15 17:02:25+00
4723;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;222883060;2026-06-15 17:04:25+00
4724;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;223003647;2026-06-15 17:06:26+00
4725;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;223124235;2026-06-15 17:08:27+00
4726;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;223244837;2026-06-15 17:10:27+00
4727;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-66;223365438;2026-06-15 17:12:28+00
4728;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-66;223486023;2026-06-15 17:14:28+00
4729;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-66;223606609;2026-06-15 17:16:29+00
4730;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;223727194;2026-06-15 17:18:30+00
4731;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;223847793;2026-06-15 17:20:30+00
4732;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;223968393;2026-06-15 17:22:31+00
4733;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-66;224088978;2026-06-15 17:24:31+00
4734;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;224209573;2026-06-15 17:26:32+00
4735;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;224330165;2026-06-15 17:28:33+00
4736;NJYF1;1;29.10;31.00;36.00;33.50;99;manual;safe;online;-66;224451760;2026-06-15 17:30:34+00
4737;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;224572347;2026-06-15 17:32:35+00
4738;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-66;224692943;2026-06-15 17:34:35+00
4739;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;224813526;2026-06-15 17:36:36+00
4740;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;224934137;2026-06-15 17:38:37+00
4741;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;225054720;2026-06-15 17:40:37+00
4742;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;225175315;2026-06-15 17:42:38+00
4743;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-66;225295905;2026-06-15 17:44:38+00
4744;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-66;225416517;2026-06-15 17:46:39+00
4745;NJYF1;1;28.60;31.00;36.00;33.50;99;manual;safe;online;-67;225537105;2026-06-15 17:48:40+00
4746;NJYF1;1;28.50;31.00;36.00;33.50;99;manual;safe;online;-66;225657700;2026-06-15 17:50:40+00
4747;NJYF1;1;28.50;31.00;36.00;33.50;99;manual;safe;online;-66;225778294;2026-06-15 17:52:41+00
4748;NJYF1;1;28.50;31.00;36.00;33.50;99;manual;safe;online;-66;225898888;2026-06-15 17:54:41+00
4749;NJYF1;1;28.40;31.00;36.00;33.50;99;manual;safe;online;-66;226019515;2026-06-15 17:56:42+00
4750;NJYF1;1;28.40;31.00;36.00;33.50;99;manual;safe;online;-66;226140102;2026-06-15 17:58:43+00
4751;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-67;226260686;2026-06-15 18:00:43+00
4752;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-66;226381267;2026-06-15 18:02:44+00
