id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
4027;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-68;136284190;2026-06-14 17:01:09+00
4028;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-67;136404777;2026-06-14 17:03:10+00
4029;NJYF1;1;28.20;31.00;36.00;33.50;99;manual;safe;online;-68;136525582;2026-06-14 17:05:10+00
4030;NJYF1;1;28.20;31.00;36.00;33.50;99;manual;safe;online;-68;136646177;2026-06-14 17:07:11+00
4031;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;136766749;2026-06-14 17:09:12+00
4032;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-67;136887340;2026-06-14 17:11:12+00
4033;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;137007920;2026-06-14 17:13:13+00
4034;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;137490131;2026-06-14 17:21:15+00
4035;NJYF1;1;28.20;31.00;36.00;33.50;99;manual;safe;online;-69;137610712;2026-06-14 17:23:16+00
4036;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-67;137731296;2026-06-14 17:25:16+00
4037;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-68;137852002;2026-06-14 17:27:17+00
4038;NJYF1;1;28.30;31.00;36.00;33.50;99;manual;safe;online;-68;137972818;2026-06-14 17:29:18+00
4039;NJYF1;1;28.20;31.00;36.00;33.50;99;manual;safe;online;-68;138093779;2026-06-14 17:31:19+00
4040;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;138334196;2026-06-14 17:35:19+00
4041;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;138454790;2026-06-14 17:37:20+00
4042;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-68;138575393;2026-06-14 17:39:20+00
4043;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-68;138695991;2026-06-14 17:41:21+00
4044;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-67;138816570;2026-06-14 17:43:21+00
4045;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-67;138937150;2026-06-14 17:45:22+00
4046;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-67;139057733;2026-06-14 17:47:23+00
4047;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-68;139178340;2026-06-14 17:49:23+00
4048;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-67;139420443;2026-06-14 17:53:25+00
4049;NJYF1;1;28.00;31.00;36.00;33.50;99;manual;safe;online;-67;139541217;2026-06-14 17:55:26+00
4050;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;139782603;2026-06-14 17:59:27+00
4051;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;139903186;2026-06-14 18:01:28+00
4052;NJYF1;1;28.10;31.00;36.00;33.50;99;manual;safe;online;-68;140023322;2026-06-14 18:03:28+00
