id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
13584;NJYF1;1;24.90;32.00;35.00;33.50;99;server;safe;online;-66;24064160;2026-07-24 17:00:31+00
13585;NJYF1;1;24.90;32.00;35.00;33.50;99;server;safe;online;-65;24184203;2026-07-24 17:02:31+00
13586;NJYF1;1;24.90;32.00;35.00;33.50;99;server;safe;online;-66;24304298;2026-07-24 17:04:31+00
13587;NJYF1;1;24.80;32.00;35.00;33.50;99;server;safe;online;-66;24424422;2026-07-24 17:06:32+00
13588;NJYF1;1;24.80;32.00;35.00;33.50;99;server;safe;online;-66;24544484;2026-07-24 17:08:32+00
13589;NJYF1;1;24.70;32.00;35.00;33.50;99;server;safe;online;-65;24664531;2026-07-24 17:10:32+00
13590;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-67;24784629;2026-07-24 17:12:32+00
13591;NJYF1;1;24.70;32.00;35.00;33.50;99;server;safe;online;-67;24904782;2026-07-24 17:14:32+00
13592;NJYF1;1;24.70;32.00;35.00;33.50;99;server;safe;online;-66;25024953;2026-07-24 17:16:32+00
13593;NJYF1;1;24.70;32.00;35.00;33.50;99;server;safe;online;-65;25145020;2026-07-24 17:18:32+00
13594;NJYF1;1;24.70;32.00;35.00;33.50;99;server;safe;online;-63;25265125;2026-07-24 17:20:32+00
13595;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-65;25385185;2026-07-24 17:22:32+00
13596;NJYF1;1;24.70;32.00;35.00;33.50;99;server;safe;online;-66;25505357;2026-07-24 17:24:32+00
13597;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-65;25625492;2026-07-24 17:26:33+00
13598;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-65;25745571;2026-07-24 17:28:33+00
13599;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-65;25865653;2026-07-24 17:30:33+00
13600;NJYF1;1;24.50;32.00;35.00;33.50;99;server;safe;online;-65;25985731;2026-07-24 17:32:33+00
13601;NJYF1;1;24.50;32.00;35.00;33.50;99;server;safe;online;-66;26105828;2026-07-24 17:34:33+00
13602;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-66;26225900;2026-07-24 17:36:33+00
13603;NJYF1;1;24.50;32.00;35.00;33.50;99;server;safe;online;-66;26345988;2026-07-24 17:38:33+00
13604;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-66;26466079;2026-07-24 17:40:33+00
13605;NJYF1;1;24.60;32.00;35.00;33.50;99;server;safe;online;-65;26586256;2026-07-24 17:42:33+00
13606;NJYF1;1;24.50;32.00;35.00;33.50;99;server;safe;online;-66;26706324;2026-07-24 17:44:33+00
13607;NJYF1;1;24.40;32.00;35.00;33.50;99;server;safe;online;-66;26826421;2026-07-24 17:46:34+00
13608;NJYF1;1;24.40;32.00;35.00;33.50;99;server;safe;online;-67;26946483;2026-07-24 17:48:34+00
13609;NJYF1;1;24.30;32.00;35.00;33.50;99;server;safe;online;-66;27066714;2026-07-24 17:50:34+00
13610;NJYF1;1;24.40;32.00;35.00;33.50;99;server;safe;online;-67;27186853;2026-07-24 17:52:34+00
13611;NJYF1;1;24.40;32.00;35.00;33.50;99;server;safe;online;-65;27306911;2026-07-24 17:54:34+00
13612;NJYF1;1;24.30;32.00;35.00;33.50;99;server;safe;online;-65;27427024;2026-07-24 17:56:34+00
13613;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-66;27547144;2026-07-24 17:58:34+00
13614;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-66;27667280;2026-07-24 18:00:34+00
13615;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-66;27787296;2026-07-24 18:02:34+00
13616;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-65;27907395;2026-07-24 18:04:35+00
13617;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-65;28027447;2026-07-24 18:06:35+00
13618;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-65;28147519;2026-07-24 18:08:35+00
13619;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-65;28267634;2026-07-24 18:10:35+00
13620;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-65;28387797;2026-07-24 18:12:35+00
13621;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-65;28507914;2026-07-24 18:14:35+00
13622;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-66;28627981;2026-07-24 18:16:35+00
13623;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-66;28748184;2026-07-24 18:18:35+00
13624;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-66;28868394;2026-07-24 18:20:36+00
13625;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-66;28988577;2026-07-24 18:22:36+00
13626;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-66;29108718;2026-07-24 18:24:36+00
13627;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-67;29228898;2026-07-24 18:26:36+00
13628;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-67;29349018;2026-07-24 18:28:36+00
13629;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-67;29469103;2026-07-24 18:30:36+00
13630;NJYF1;1;24.20;32.00;35.00;33.50;99;server;safe;online;-68;29589199;2026-07-24 18:32:36+00
13631;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-67;29709331;2026-07-24 18:34:36+00
13632;NJYF1;1;24.10;32.00;35.00;33.50;99;server;safe;online;-67;29829492;2026-07-24 18:36:37+00
13633;NJYF1;1;24.00;32.00;35.00;33.50;99;server;safe;online;-67;29949661;2026-07-24 18:38:37+00
13634;NJYF1;1;23.90;32.00;35.00;33.50;99;server;safe;online;-66;30069804;2026-07-24 18:40:37+00
13635;NJYF1;1;23.90;32.00;35.00;33.50;99;server;safe;online;-66;30189911;2026-07-24 18:42:37+00
13636;NJYF1;1;23.90;32.00;35.00;33.50;99;server;safe;online;-67;30310022;2026-07-24 18:44:37+00
13637;NJYF1;1;23.80;32.00;35.00;33.50;99;server;safe;online;-67;30430110;2026-07-24 18:46:37+00
13638;NJYF1;1;23.90;32.00;35.00;33.50;99;server;safe;online;-67;30550326;2026-07-24 18:48:37+00
13639;NJYF1;1;23.90;32.00;35.00;33.50;99;server;safe;online;-68;30670491;2026-07-24 18:50:38+00
13640;NJYF1;1;23.80;32.00;35.00;33.50;99;server;safe;online;-67;30790686;2026-07-24 18:52:38+00
13641;NJYF1;1;23.70;32.00;35.00;33.50;99;server;safe;online;-67;30910829;2026-07-24 18:54:38+00
13642;NJYF1;1;23.70;32.00;35.00;33.50;99;server;safe;online;-68;31030997;2026-07-24 18:56:38+00
13643;NJYF1;1;23.60;32.00;35.00;33.50;99;server;safe;online;-68;31151092;2026-07-24 18:58:38+00
13644;NJYF1;1;23.60;32.00;35.00;33.50;99;server;safe;online;-68;31271158;2026-07-24 19:00:38+00
13645;NJYF1;1;23.50;32.00;35.00;33.50;99;server;safe;online;-66;31391342;2026-07-24 19:02:38+00
13646;NJYF1;1;23.50;32.00;35.00;33.50;99;server;safe;online;-67;31511540;2026-07-24 19:04:39+00
13647;NJYF1;1;23.50;32.00;35.00;33.50;99;server;safe;online;-66;31631743;2026-07-24 19:06:39+00
13648;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;31751847;2026-07-24 19:08:39+00
13649;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;31871995;2026-07-24 19:10:39+00
13650;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;31992140;2026-07-24 19:12:39+00
13651;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-65;32112314;2026-07-24 19:14:39+00
13652;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-65;32232417;2026-07-24 19:16:40+00
13653;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;32352519;2026-07-24 19:18:40+00
13654;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;32472608;2026-07-24 19:20:40+00
13655;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;32592799;2026-07-24 19:22:40+00
13656;NJYF1;1;23.40;32.00;35.00;33.50;99;server;safe;online;-66;32712939;2026-07-24 19:24:40+00
13657;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-65;32833106;2026-07-24 19:26:40+00
13658;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-66;32953182;2026-07-24 19:28:40+00
13659;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-67;33073316;2026-07-24 19:30:40+00
13660;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-67;33193473;2026-07-24 19:32:40+00
13661;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-68;33313628;2026-07-24 19:34:40+00
13662;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-67;33433796;2026-07-24 19:36:41+00
13663;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-66;33553952;2026-07-24 19:38:41+00
13664;NJYF1;1;23.30;32.00;35.00;33.50;99;server;safe;online;-67;33674094;2026-07-24 19:40:41+00
13665;NJYF1;1;23.20;32.00;35.00;33.50;99;server;safe;online;-66;33794371;2026-07-24 19:42:41+00
13666;NJYF1;1;23.20;32.00;35.00;33.50;99;server;safe;online;-66;33914513;2026-07-24 19:44:41+00
13667;NJYF1;1;23.20;32.00;35.00;33.50;99;server;safe;online;-66;34034664;2026-07-24 19:46:41+00
13668;NJYF1;1;23.10;32.00;35.00;33.50;99;server;safe;online;-66;34154702;2026-07-24 19:48:42+00
13669;NJYF1;1;23.00;32.00;35.00;33.50;99;server;safe;online;-66;34274814;2026-07-24 19:50:42+00
13670;NJYF1;1;23.00;32.00;35.00;33.50;99;server;safe;online;-68;34394945;2026-07-24 19:52:42+00
13671;NJYF1;1;23.00;32.00;35.00;33.50;99;server;safe;online;-66;34515104;2026-07-24 19:54:42+00
13672;NJYF1;1;22.90;32.00;35.00;33.50;99;server;safe;online;-67;34635212;2026-07-24 19:56:42+00
13673;NJYF1;1;22.80;32.00;35.00;33.50;99;server;safe;online;-68;34755305;2026-07-24 19:58:42+00
