id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
16449;NJYF1;1;27.40;32.00;35.00;33.50;99;server;error;online;-66;22236653;2026-07-28 17:01:21+00
16450;NJYF1;1;27.50;32.00;35.00;33.50;99;server;error;online;-65;22357517;2026-07-28 17:03:21+00
16451;NJYF1;1;27.50;32.00;35.00;33.50;99;server;error;online;-64;22478406;2026-07-28 17:05:22+00
16452;NJYF1;1;27.40;32.00;35.00;33.50;99;server;error;online;-64;22599293;2026-07-28 17:07:23+00
16453;NJYF1;1;27.50;32.00;35.00;33.50;99;server;error;online;-65;22720253;2026-07-28 17:09:24+00
16454;NJYF1;1;27.50;32.00;35.00;33.50;99;server;error;online;-65;22841156;2026-07-28 17:11:25+00
16455;NJYF1;1;27.50;32.00;35.00;33.50;99;server;error;online;-65;22962060;2026-07-28 17:13:26+00
16456;NJYF1;1;27.50;32.00;35.00;33.50;99;server;error;online;-66;23082902;2026-07-28 17:15:27+00
16457;NJYF1;1;27.40;32.00;35.00;33.50;99;server;error;online;-66;23203810;2026-07-28 17:17:28+00
16458;NJYF1;1;27.30;32.00;35.00;33.50;99;server;error;online;-64;23324685;2026-07-28 17:19:29+00
16459;NJYF1;1;27.20;32.00;35.00;33.50;99;server;error;online;-65;23445633;2026-07-28 17:21:30+00
16460;NJYF1;1;27.30;32.00;35.00;33.50;99;server;error;online;-67;23566538;2026-07-28 17:23:30+00
16461;NJYF1;1;27.30;32.00;35.00;33.50;99;server;error;online;-65;23687470;2026-07-28 17:25:31+00
16462;NJYF1;1;27.30;32.00;35.00;33.50;99;server;error;online;-66;23808392;2026-07-28 17:27:32+00
16463;NJYF1;1;27.20;32.00;35.00;33.50;99;server;error;online;-67;23929362;2026-07-28 17:29:33+00
16464;NJYF1;1;27.20;32.00;35.00;33.50;99;server;error;online;-65;24050292;2026-07-28 17:31:34+00
16465;NJYF1;1;27.10;32.00;35.00;33.50;99;server;error;online;-66;24171149;2026-07-28 17:33:35+00
16466;NJYF1;1;27.10;32.00;35.00;33.50;99;server;error;online;-65;24292120;2026-07-28 17:35:36+00
16467;NJYF1;1;27.10;32.00;35.00;33.50;99;server;error;online;-65;24413039;2026-07-28 17:37:37+00
16468;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;24534017;2026-07-28 17:39:38+00
16469;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-66;24654956;2026-07-28 17:41:39+00
16470;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;24775941;2026-07-28 17:43:40+00
16471;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;24896869;2026-07-28 17:45:41+00
16472;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;25017861;2026-07-28 17:47:42+00
16473;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;25138023;2026-07-28 17:49:42+00
16474;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-66;25258227;2026-07-28 17:51:42+00
16475;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-66;25378371;2026-07-28 17:53:42+00
16476;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;25498508;2026-07-28 17:55:42+00
16477;NJYF1;1;27.10;32.00;35.00;33.50;99;server;error;online;-65;25618661;2026-07-28 17:57:43+00
16478;NJYF1;1;27.10;32.00;35.00;33.50;99;server;error;online;-66;25738771;2026-07-28 17:59:43+00
16479;NJYF1;1;27.10;32.00;35.00;33.50;99;server;error;online;-65;25858923;2026-07-28 18:01:43+00
16480;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-66;25978988;2026-07-28 18:03:43+00
16481;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-64;26099153;2026-07-28 18:05:43+00
16482;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;26219397;2026-07-28 18:07:43+00
16483;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-64;26339554;2026-07-28 18:09:43+00
16484;NJYF1;1;27.00;32.00;35.00;33.50;99;server;error;online;-65;26459786;2026-07-28 18:11:44+00
16485;NJYF1;1;26.90;32.00;35.00;33.50;99;server;error;online;-65;26579953;2026-07-28 18:13:44+00
16486;NJYF1;1;26.90;32.00;35.00;33.50;99;server;error;online;-65;26700096;2026-07-28 18:15:44+00
16487;NJYF1;1;26.90;32.00;35.00;33.50;99;server;error;online;-65;26820246;2026-07-28 18:17:44+00
