id;codename;codenumber;temperature;limit_low_temp;limit_high_temp;setpoint;power;mode;power_status;status;rssi;esp_millis;created_at
3319;NJYF1;1;29.20;31.00;36.00;33.50;99;manual;safe;online;-66;49928400;2026-06-13 17:01:56+00
3320;NJYF1;1;29.20;31.00;36.00;33.50;99;manual;safe;online;-66;50049006;2026-06-13 17:03:56+00
3321;NJYF1;1;29.10;31.00;36.00;33.50;99;manual;safe;online;-66;50169597;2026-06-13 17:05:57+00
3322;NJYF1;1;29.10;31.00;36.00;33.50;99;manual;safe;online;-67;50290175;2026-06-13 17:07:57+00
3323;NJYF1;1;29.10;31.00;36.00;33.50;99;manual;safe;online;-67;50410752;2026-06-13 17:09:58+00
3324;NJYF1;1;29.10;31.00;36.00;33.50;99;manual;safe;online;-67;50531338;2026-06-13 17:11:59+00
3325;NJYF1;1;29.10;31.00;36.00;33.50;99;manual;safe;online;-67;50651923;2026-06-13 17:13:59+00
3326;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;50772517;2026-06-13 17:16:00+00
3327;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-66;50893094;2026-06-13 17:18:00+00
3328;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-67;51013676;2026-06-13 17:20:01+00
3329;NJYF1;1;29.00;31.00;36.00;33.50;99;manual;safe;online;-67;51134257;2026-06-13 17:22:01+00
3330;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-67;51254844;2026-06-13 17:24:02+00
3331;NJYF1;1;28.90;31.00;36.00;33.50;99;manual;safe;online;-66;51375432;2026-06-13 17:26:03+00
3332;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-67;51496024;2026-06-13 17:28:03+00
3333;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-67;51616606;2026-06-13 17:30:04+00
3334;NJYF1;1;28.80;31.00;36.00;33.50;99;manual;safe;online;-68;51737180;2026-06-13 17:32:04+00
3335;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-67;51857787;2026-06-13 17:34:05+00
3336;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-66;51978380;2026-06-13 17:36:06+00
3337;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-68;52098970;2026-06-13 17:38:06+00
3338;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-69;52219538;2026-06-13 17:40:07+00
3339;NJYF1;1;28.70;31.00;36.00;33.50;99;manual;safe;online;-67;52340141;2026-06-13 17:42:07+00
3340;NJYF1;1;28.60;31.00;36.00;33.50;99;manual;safe;online;-67;52460719;2026-06-13 17:44:08+00
3341;NJYF1;1;28.60;31.00;36.00;33.50;99;manual;safe;online;-67;52581312;2026-06-13 17:46:09+00
3342;NJYF1;1;28.60;31.00;36.00;33.50;99;manual;safe;online;-66;52701907;2026-06-13 17:48:09+00
3343;NJYF1;1;28.60;31.00;36.00;33.50;99;manual;safe;online;-67;52822491;2026-06-13 17:50:10+00
3344;NJYF1;1;28.60;31.00;36.00;33.50;99;manual;safe;online;-66;52943065;2026-06-13 17:52:10+00
3345;NJYF1;1;28.50;31.00;36.00;33.50;99;manual;safe;online;-66;53063660;2026-06-13 17:54:11+00
3346;NJYF1;1;28.50;31.00;36.00;33.50;99;manual;safe;online;-66;53184237;2026-06-13 17:56:11+00
